,Name_URL,Name,Name1,FormFactor,EfficiencyRating,Wattage,Modular,Color
1307,https://pcpartpicker.com/product/kpbCmG/fsp-group-hydro-ptm-750-w-80-platinum-certified-fully-modular-atx-power-supply-hpt750m,https://images-na.ssl-images-amazon.com/images/I/51ZopKPdzVL.jpg,fsp group hydro ptm,ATX,80+ Platinum,750,Full,Black
1308,https://pcpartpicker.com/product/Bn3RsY/seasonic-power-supply-ss850am2,https://images-na.ssl-images-amazon.com/images/I/51t9GKy%2BKcL.jpg,seasonic m12ii,ATX,80+ Bronze,850,Full,
1309,https://pcpartpicker.com/product/6J3RsY/ocz-power-supply-oczzs650w,https://m.media-amazon.com/images/I/41H3m6B3RqL.jpg,ocz zs,ATX,80+ Bronze,650,No,
1310,https://pcpartpicker.com/product/DWKcCJ/xilence-performance-a-530w-80-bronze-certified-atx-power-supply-xn061,https://images-eu.ssl-images-amazon.com/images/I/51fAazkhO4L.jpg,xilence performance a+,ATX,80+ Bronze,530,No,Black / Red
1311,https://pcpartpicker.com/product/9PnG3C/be-quiet-power-supply-bn234,https://cdna.pcpartpicker.com/static/forever/images/product/3cae8a19e064b4ea9ba18380fdffb8c2.256p.jpg,be quiet! straight power 10 cm,ATX,80+ Gold,500,Semi,
1312,https://pcpartpicker.com/product/rrRzK8/aerocool-xpredator-gm-1000-w-80-gold-certified-semi-modular-atx-power-supply-xpredator-1000gm,https://cdna.pcpartpicker.com/static/forever/images/product/9fd4c1edec37c4e772878fc1d9b1f0ed.256p.jpg,aerocool xpredator gm,ATX,80+ Gold,1000,Semi,Black
1313,https://pcpartpicker.com/product/R6vRsY/thermaltake-power-supply-pstpg0650dpcgusg,https://m.media-amazon.com/images/I/51xLe803SIL.jpg,thermaltake toughpower dps g,ATX,80+ Gold,650,Full,
1314,https://pcpartpicker.com/product/NFqBD3/super-flower-leadex-iii-argb-pro-650-w-80-gold-certified-fully-modular-atx-power-supply-sf-650f14rg-v20,https://m.media-amazon.com/images/I/51HZxWgi66L.jpg,super flower leadex iii argb pro,ATX,80+ Gold,650,Full,Black
1315,https://pcpartpicker.com/product/kk7G3C/super-flower-leadex-v-pro-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14tp-bk,https://pcpartpicker.com/static/forever/img/no-image.png,super flower leadex v pro,ATX,80+ Platinum,1000,Full,Black
1316,https://pcpartpicker.com/product/Gjkj4D/tacens-ap-ii-500w-atx-power-supply-apii500,https://cdna.pcpartpicker.com/static/forever/images/product/2b2682143a9f350b65336fbbeded4c72.256p.jpg,tacens ap ii,ATX,,500,No,Black / Green
1317,https://pcpartpicker.com/product/Pk7v6h/antec-high-current-gamer-extreme-850w-80-gold-certified-fully-modular-atx-power-supply-hcg850-extreme,https://cdna.pcpartpicker.com/static/forever/images/product/dba63074995914089442e51bd4b6de37.256p.jpg,antec high current gamer extreme,ATX,80+ Gold,850,Full,
1318,https://pcpartpicker.com/product/bJnypg/lc-power-lc6-v231-1000-w-80-gold-certified-fully-modular-atx-power-supply-lc1000m-v231,https://cdna.pcpartpicker.com/static/forever/images/product/4c69ee0da1a6a5ee02d2b072d7f06251.256p.jpg,lc-power lc6 v2.31,ATX,80+ Gold,1000,Full,Black / Gray
1319,https://pcpartpicker.com/product/gRTrxr/fsp-group-power-supply-hg850,https://m.media-amazon.com/images/I/510EXTQY2dL.jpg,fsp group hydro g,ATX,80+ Gold,850,Full,
1320,https://pcpartpicker.com/product/tjM323/evga-b3-850w-80-bronze-certified-fully-modular-atx-power-supply-220-b3-0850-v1,https://m.media-amazon.com/images/I/51B2P0gTxOL.jpg,evga b3,ATX,80+ Bronze,850,Full,
1321,https://pcpartpicker.com/product/Zj4NnQ/fsp-group-power-supply-pt1200fm,https://m.media-amazon.com/images/I/51DiUbRZuZL.jpg,fsp group pt1200fm,ATX,80+ Platinum,1200,Full,
1322,https://pcpartpicker.com/product/MFQG3C/apevia-ad-500-w-atx-power-supply-atx-ad500w,https://m.media-amazon.com/images/I/41D75AtJWwL.jpg,apevia ad,ATX,,500,No,Black
1323,https://pcpartpicker.com/product/9TsKHx/antec-power-supply-tp750c,https://images-na.ssl-images-amazon.com/images/I/51bEpbpPKqL.jpg,antec true power,ATX,80+ Gold,750,No,
1324,https://pcpartpicker.com/product/tL7v6h/apevia-450w-atx-power-supply-atx-vs450w,https://cdna.pcpartpicker.com/static/forever/images/product/1ee904ac08f3e6f19854b494859c6524.256p.jpg,apevia atx-vs450w,ATX,,450,No,
1325,https://pcpartpicker.com/product/B6zv6h/zalman-power-supply-zm770xt,https://m.media-amazon.com/images/I/51lotF-rxYL.jpg,zalman zm770-xt,ATX,80+ Bronze,770,Full,
1326,https://pcpartpicker.com/product/tPw323/cougar-power-supply-sl400,https://images-na.ssl-images-amazon.com/images/I/41ZbnmFUa3L.jpg,cougar sl400,ATX,,400,No,
1327,https://pcpartpicker.com/product/PDH323/enermax-power-supply-elt720awtecoii,https://m.media-amazon.com/images/I/51cAfO4E-CL.jpg,enermax elt720awt-eco_ii,ATX,80+,720,Full,
1328,https://pcpartpicker.com/product/QnvRsY/gigabyte-power-supply-gep450pc2,https://images-na.ssl-images-amazon.com/images/I/41kmkx6aKwL.jpg,gigabyte ge-p450p-c2,ATX,80+,550,No,
1329,https://pcpartpicker.com/product/qm8H99/thermaltake-tr2-700-w-80-gold-certified-atx-power-supply-ps-tr2-0700npcgus-g,https://m.media-amazon.com/images/I/31T7Mra+CQL.jpg,thermaltake tr2,ATX,80+ Gold,700,No,
1330,https://pcpartpicker.com/product/NwQypg/seasonic-power-supply-ss300etbronze,https://m.media-amazon.com/images/I/31BVLRp2-iL.jpg,seasonic ss-300et bronze,ATX,80+ Bronze,300,No,
1331,https://pcpartpicker.com/product/gKgPxr/be-quiet-system-power-8-500w-80-certified-atx-power-supply-bn241,https://cdna.pcpartpicker.com/static/forever/images/product/ea66d0a56aed35cd35d6001a72177eaf.256p.jpg,be quiet! system power 8,ATX,80+,500,No,
1332,https://pcpartpicker.com/product/KxQRsY/be-quiet-system-power-8-400w-80-certified-atx-power-supply-bn240,https://cdna.pcpartpicker.com/static/forever/images/product/a4b265501a6db76b957162eafb3038d2.256p.jpg,be quiet! system power 8,ATX,80+,400,No,
1333,https://pcpartpicker.com/product/xnZzK8/montech-gamma-ii-550-w-80-gold-certified-atx-power-supply-gamma-ii-550,https://pcpartpicker.com/static/forever/img/no-image.png,montech gamma ii,ATX,80+ Gold,550,No,Black
1334,https://pcpartpicker.com/product/qMh9TW/antec-power-supply-hcp1000,https://m.media-amazon.com/images/I/51fUOk0Ld2L.jpg,antec high current pro,ATX,80+ Platinum,1000,Full,
1335,https://pcpartpicker.com/product/tJp323/silverstone-strider-platinum-1000w-80-platinum-certified-fully-modular-atx-power-supply-sst-st1000-pt,https://cdna.pcpartpicker.com/static/forever/images/product/8d0e8838250b3fca65e63c36692bd2e4.256p.jpg,silverstone strider platinum,ATX,80+ Platinum,1000,Full,
1336,https://pcpartpicker.com/product/pN448d/gamdias-astrape-m1-b-750-w-80-bronze-certified-atx-power-supply-astrape-m1-750b,https://cdna.pcpartpicker.com/static/forever/images/product/ee1c3c30d6dc8a22011e7c485e27424c.256p.jpg,gamdias astrape m1 b,ATX,80+ Bronze,750,No,Black / Multicolor
1337,https://pcpartpicker.com/product/MV7v6h/fsp-group-dagger-600w-80-gold-certified-fully-modular-sfx-power-supply-ppa6004301,https://m.media-amazon.com/images/I/41stYOW7Y3L.jpg,fsp group dagger,SFX,80+ Gold,600,Full,Black
1338,https://pcpartpicker.com/product/9Kw323/cooler-master-power-supply-rs750acaad3us,https://m.media-amazon.com/images/I/41-HVu1Q4XL.jpg,cooler master gx,ATX,80+,750,Semi,
1339,https://pcpartpicker.com/product/hZ2rxr/be-quiet-pure-power-9-cm-600w-80-silver-certified-semi-modular-atx-power-supply-bn268,https://m.media-amazon.com/images/I/41vsUswn+VL.jpg,be quiet! pure power 9 cm,ATX,80+ Silver,600,Semi,
1340,https://pcpartpicker.com/product/3pqdnQ/xfx-power-supply-p1550gts3x,https://cdna.pcpartpicker.com/static/forever/images/product/e34236b04a6fcfc3c3a5335236ffeffe.256p.jpg,xfx ts,ATX,80+ Gold,550,No,
1341,https://pcpartpicker.com/product/Xrzv6h/silverstone-power-supply-st70fesb,https://m.media-amazon.com/images/I/41iYY-6OODL.jpg,silverstone strider,ATX,80+ Bronze,700,No,
1342,https://pcpartpicker.com/product/bfw323/fsp-group-power-supply-raider650,https://images-na.ssl-images-amazon.com/images/I/515bwuWMLdL.jpg,fsp group raider 650,ATX,80+ Bronze,650,No,
1343,https://pcpartpicker.com/product/DNm323/sharkoon-silentstorm-icewind-750-w-80-bronze-certified-semi-modular-atx-power-supply-silentstorm-icewind-750-watt,https://images-na.ssl-images-amazon.com/images/I/51gYMel02eL.jpg,sharkoon silentstorm icewind,ATX,80+ Bronze,750,Semi,White / Black
1344,https://pcpartpicker.com/product/M3QG3C/anima-500w-atx-power-supply-apii500,https://m.media-amazon.com/images/I/51HmZEDRs+L.jpg,anima apii500,ATX,,500,No,Black / Green
1345,https://pcpartpicker.com/product/tW4BD3/seasonic-focus-500-w-80-gold-certified-semi-modular-atx-power-supply-focus-gm-500,https://m.media-amazon.com/images/I/41VOnf+3kgL.jpg,seasonic focus,ATX,80+ Gold,500,Semi,Black
1346,https://pcpartpicker.com/product/dfF48d/evga-pq-1000w-80-platinum-certified-semi-modular-atx-power-supply-210-pq-1000-x1,https://cdna.pcpartpicker.com/static/forever/images/product/570d9d706cc8b6ea2a78b6970bb827e0.256p.jpg,evga pq,ATX,80+ Platinum,1000,Semi,Black
1347,https://pcpartpicker.com/product/KwR48d/solid-gear-power-supply-sdgrflex220,https://cdna.pcpartpicker.com/static/forever/images/product/34e4be9c0665ec6e521713bf83b033e7.256p.jpg,solid gear sdgr-flex220,Flex ATX,,220,No,
1348,https://pcpartpicker.com/product/BNK7YJ/lepa-power-supply-n600sb,https://m.media-amazon.com/images/I/41MnI-fKS5L.jpg,lepa mx-f1,ATX,,600,No,
1349,https://pcpartpicker.com/product/tXjG3C/seasonic-power-supply-s12g650,https://m.media-amazon.com/images/I/517saZOjMhL.jpg,seasonic s12g,ATX,80+ Gold,650,No,
1350,https://pcpartpicker.com/product/qQqbt6/be-quiet-power-supply-bn232,https://cdna.pcpartpicker.com/static/forever/images/product/2488a530ab10a5faabf9346042c6e5dc.256p.jpg,be quiet! straight power 10,ATX,80+ Gold,600,No,
1351,https://pcpartpicker.com/product/Qx648d/be-quiet-power-supply-bn230,https://m.media-amazon.com/images/I/41PzKaRSS8L.jpg,be quiet! straight power 10,ATX,80+ Gold,400,No,
1352,https://pcpartpicker.com/product/CbMFf7/fsp-group-power-supply-fsp45060ghs85r,https://m.media-amazon.com/images/I/41dQal3rAHL.jpg,fsp group fsp450-60ghs(85)-r,SFX,80+ Bronze,450,No,
1353,https://pcpartpicker.com/product/dQCrxr/antec-450w-atx-power-supply-vp450p,https://m.media-amazon.com/images/I/414cAiFZe2L.jpg,antec vp-p,ATX,,450,No,
1354,https://pcpartpicker.com/product/gLdFf7/silverstone-strider-platinum-1200w-80-platinum-certified-fully-modular-atx-power-supply-sst-st1200-pt,https://cdna.pcpartpicker.com/static/forever/images/product/988bcf7f327f782d7ec2fc8d3982f0a2.256p.jpg,silverstone strider platinum,ATX,80+ Platinum,1200,Full,
1355,https://pcpartpicker.com/product/jvLypg/super-flower-power-supply-sf650p14xehx,https://m.media-amazon.com/images/I/41uH8M-h9wL.jpg,super flower golden green hx,ATX,80+ Gold,650,No,
